Id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14
20372,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20374,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
20375,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
20376,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20377,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3
20378,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
20379,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3
20380,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3
20381,1,1,0,0,0,1,0,0,0,0,0,0,1,0,4
20382,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20384,0,1,1,0,0,0,0,1,0,0,1,0,1,0,5
20385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20386,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20389,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20390,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20391,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
20392,1,1,0,1,0,0,1,0,0,1,0,0,0,0,5
20393,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20394,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
20395,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3
20396,0,1,1,0,0,1,0,0,0,0,1,1,0,0,5
20397,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3
20398,1,0,1,0,0,1,0,0,0,1,0,0,0,0,4
20399,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
20400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20401,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
20402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20403,1,0,1,1,0,0,0,0,1,1,0,0,0,0,5
20404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20407,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3
20408,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20411,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3
20412,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3
20413,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20414,1,1,1,0,0,1,1,1,0,0,1,1,0,0,8
20415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20416,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
20417,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
20418,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
20419,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3
20420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20422,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3
20423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20424,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3
20425,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3
20426,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
20427,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20428,1,1,1,0,0,0,0,0,0,1,0,0,0,0,4
20429,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
20430,1,0,1,0,0,0,0,1,0,0,1,0,0,0,4
20431,1,0,1,0,0,1,0,0,0,0,0,1,0,0,4
20432,1,0,1,0,0,1,0,0,0,0,0,0,1,0,4
20433,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20434,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3
20435,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20438,1,0,0,1,1,1,0,0,0,1,0,0,1,0,6
20439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20440,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20441,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3
20442,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
20443,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20445,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20446,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
20447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20448,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3
20449,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3
20450,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
20451,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20452,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
20453,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3
20454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20455,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20456,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3
20457,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
20458,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
20459,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
20460,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3
20461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20463,0,1,0,0,0,1,1,0,0,1,0,0,0,0,4
20464,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3
20465,1,1,1,0,0,1,0,0,0,0,0,0,0,0,4
20466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20467,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20469,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20470,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
20471,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
20472,1,0,1,1,0,0,0,0,1,1,0,0,0,0,5
20473,1,0,1,1,0,0,0,0,0,1,0,0,0,0,4
20474,0,0,1,1,0,0,0,0,0,1,1,0,0,0,4
20475,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3
20476,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3
20477,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
20478,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20479,1,0,0,1,0,1,0,0,0,1,0,0,0,0,4
20480,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20481,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3
20482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20483,0,1,1,1,0,0,0,0,0,1,0,0,0,0,4
20484,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20485,1,1,0,1,0,1,0,0,0,0,0,0,0,0,4
20486,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
20487,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20488,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3
20489,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3
20490,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
20491,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
20492,0,0,1,0,0,1,0,0,0,1,0,0,0,0,3
20493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20494,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
20495,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3
20496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20497,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20498,0,0,1,0,0,1,0,0,1,1,1,0,0,0,5
20499,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
20500,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4
20501,1,0,1,0,0,1,0,0,0,1,0,0,0,0,4
20502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20503,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
20504,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3
20505,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4
20506,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3
20507,0,1,1,0,0,1,1,0,0,1,0,0,0,0,5
20508,0,0,0,1,0,0,0,0,1,1,0,0,0,0,3
20509,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3
20510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20511,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20512,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20513,1,0,0,0,0,1,0,0,0,0,0,1,1,0,4
20514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20515,0,0,1,1,0,0,0,0,1,1,0,1,0,0,5
20516,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
20517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20518,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20519,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3
20520,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20522,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20523,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20524,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
20525,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20526,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
20527,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
20528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20529,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
20530,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3
20531,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
20532,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
20533,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20534,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3
20535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20536,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
20537,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20539,1,0,1,0,1,1,0,0,0,1,0,1,0,1,7
20540,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20541,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
20542,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20543,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
20544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20545,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
20546,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3
20547,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3
20548,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
20549,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3
20550,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20551,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20552,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20553,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
20554,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20555,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3
20556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20559,1,0,1,0,0,0,0,0,0,1,0,1,0,0,4
20560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20561,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3
20562,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20563,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
20564,1,0,1,0,0,1,0,0,0,1,1,0,1,0,6
20565,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
20566,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
20567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20568,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20569,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20570,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
20571,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3
20572,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20573,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
20574,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
20575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20576,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20577,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20578,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
20579,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
20580,1,1,1,1,0,1,0,0,0,1,0,1,0,0,7
20581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20582,0,1,1,0,0,1,1,0,0,1,0,0,0,0,5
20583,1,0,1,0,0,1,0,0,0,1,0,0,0,0,4
20584,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
20585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20586,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
20587,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
20588,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3
20589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20590,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3
20591,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
20592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20593,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20595,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
20596,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3
20597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20598,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3
20599,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20600,1,0,0,1,0,1,0,0,0,0,0,0,1,0,4
20601,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4
20602,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
20603,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
20604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20605,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3
20606,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20607,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
20608,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
20609,1,1,1,0,0,1,0,0,0,0,0,0,0,0,4
20610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20612,1,0,1,0,0,1,0,0,0,0,0,0,1,0,4
20613,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
20614,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20615,1,0,1,1,0,1,0,0,0,1,0,0,0,0,5
20616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20617,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
20618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20621,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20622,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20623,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20624,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
20625,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
20626,0,1,1,0,0,1,0,1,0,0,1,0,1,0,6
20627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20628,1,0,0,1,0,1,0,0,1,1,0,0,0,0,5
20629,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3
20630,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
20631,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
20632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20633,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
20634,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
20635,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
20636,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
20637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20638,1,1,0,1,0,1,0,0,0,1,0,0,0,0,5
20639,0,0,1,0,1,0,0,0,0,1,0,0,0,1,4
20640,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
20641,1,1,0,0,0,1,1,0,0,1,0,0,1,0,6
20642,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
20643,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
20644,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20645,1,1,1,0,0,0,0,0,0,0,0,0,1,0,4
20646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20647,1,0,1,1,1,0,0,0,0,0,1,0,0,0,5
20648,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
20649,0,0,1,0,0,1,0,0,0,1,0,1,0,0,4
20650,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20651,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20652,0,1,1,1,0,0,0,0,0,1,0,0,0,1,5
20653,1,1,1,0,0,1,0,0,0,0,0,0,0,0,4
20654,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20655,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3
20656,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20657,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20658,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
20659,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
20660,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20661,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
20662,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3
20663,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
20664,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3
20665,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20666,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3
20667,1,0,0,0,0,1,0,0,0,1,0,1,0,0,4
20668,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3
20669,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
20670,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
20671,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
20672,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20673,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
20674,1,0,1,0,0,1,0,1,0,1,0,0,0,0,5
20675,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
20676,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
20677,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20678,1,0,1,0,0,1,0,0,0,1,0,0,0,0,4
20679,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
20680,1,0,1,0,0,1,0,0,0,1,0,0,0,0,4
20681,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20682,1,0,1,0,0,1,1,0,0,1,0,0,1,0,6
20683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20684,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3
20685,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3
20686,1,1,0,0,0,0,1,0,0,1,0,0,0,0,4
20687,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20689,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3
20690,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3
20691,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3
20692,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3
20693,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3
20694,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2
20695,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20696,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20697,0,1,0,1,0,0,0,0,0,1,0,0,0,0,3
20698,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20699,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20700,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20703,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20704,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3
20705,1,1,0,0,0,1,0,1,0,0,0,1,0,0,5
20706,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
20707,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20708,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3
20709,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20710,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20711,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
20712,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
20713,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
20714,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
20715,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20716,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
20717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20718,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3
20719,1,0,0,0,0,1,1,0,1,1,0,0,0,0,5
20720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20722,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20723,1,0,1,0,0,1,1,1,0,1,0,1,0,0,7
20724,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20725,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3
20726,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3
20727,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
20728,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20729,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
20730,0,1,1,0,0,0,0,0,0,1,0,1,0,0,4
20731,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
20732,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
20733,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
20734,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
20735,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3
20736,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20737,1,1,1,0,0,0,0,0,0,0,0,1,0,0,4
20738,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20740,1,0,1,0,0,0,0,1,0,0,0,0,1,0,4
20741,0,1,1,0,0,0,0,1,0,0,1,0,1,0,5
20742,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3
20743,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
20744,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20745,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
20746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20747,1,1,1,0,0,0,0,0,0,1,1,0,0,0,5
20748,0,0,1,0,0,0,0,1,0,0,1,0,1,0,4
20749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20750,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3
20751,1,1,1,0,0,1,0,0,0,1,0,0,0,0,5
20752,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
20753,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20754,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20757,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3
20758,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
20759,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3
20760,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
20761,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20762,1,0,1,0,0,1,0,0,0,1,0,0,1,0,5
20763,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
20764,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
20765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20766,1,1,1,0,1,1,0,0,1,0,0,0,1,0,7
20767,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
20768,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3
20769,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20770,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
20771,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20772,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20773,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
20774,0,0,0,1,1,0,0,0,1,0,0,1,0,0,4
20775,1,0,0,1,1,0,0,0,0,1,0,0,0,0,4
20776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20777,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3
20778,0,1,1,1,0,1,0,0,0,0,0,0,0,0,4
20779,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20780,1,0,0,0,0,1,0,0,0,1,0,0,1,0,4
20781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20783,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20784,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3
20785,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20786,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20788,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
20789,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
20790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20792,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3
